Series Name,Series Code,Country Name,Country Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"School enrollment, primary (% gross)",SE.PRM.ENRR,British Virgin Islands,VGB,113.075782775879,..,112.680122375488,111.805801391602,109.034049987793,108.207931518555,108.189506530762,107.938079833984,109.954162597656,111.376640319824,116.207740783691,92.8073425292969,106.671836853027,111.270492553711,122.09455871582,101.18147277832,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Brunei Darussalam,BRN,107.867378234863,106.228958129883,105.583908081055,104.968899862305,103.95630139606,103.402989406472,103.359363489023,102.229854163556,101.666037498427,102.450446801509,100.113736888664,99.0000502487312,97.6141311108347,97.5303175657393,96.2353284955925,94.5624818507405,93.4857364265995
"School enrollment, primary (% gross)",SE.PRM.ENRR,Bulgaria,BGR,106.104972839355,104.157562255859,102.061912536621,101.400619506836,101.120269775391,100.363082885742,98.7911834716797,99.2496109008789,99.1272201538086,98.0771636962891,97.5942993164062,96.7923202514648,96.4398803710938,96.5437622070312,95.6110992431641,95.8885192871094,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Burkina Faso,BFA,66.1942977905273,71.7466125488281,76.2457580566406,76.8965606689453,80.1960678100586,82.4147720336914,83.6841430664062,84.8977890014648,85.4470291137695,87.6474685668945,89.7315216064453,91.7203674316406,89.9551162719727,87.8472290039062,87.1249923706055,82.3567962646484,72.3235702514648
"School enrollment, primary (% gross)",SE.PRM.ENRR,Burundi,BDI,124.006248474121,127.552742004395,135.512664794922,139.46711730957,140.372177124023,135.609924316406,130.219497680664,125.404472351074,120.036262512207,116.194183349609,111.118583679199,107.725219726562,104.938018798828,105.158096313477,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Cabo Verde,CPV,108.703033447266,108.343856811523,107.644348144531,107.247428894043,105.803382873535,105.173240661621,105.531669616699,104.337059020996,101.818069458008,99.7518768310547,98.2431716918945,98.6432571411133,96.9894180297852,95.9991912841797,96.402099609375,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Cambodia,KHM,137.844223022461,131.563461303711,128.572204589844,125.497329711914,120.726565891866,120.336936950684,121.020393371582,114.556167602539,116.105628967285,111.129501342773,110.514587402344,111.574348449707,111.498481750488,111.00936126709,108.737748740777,109.959079096814,111.392143004927
"School enrollment, primary (% gross)",SE.PRM.ENRR,Cameroon,CMR,105.749359130859,105.915390014648,107.810020446777,109.497611999512,108.320976257324,112.783538818359,..,113.995613098145,116.56810760498,116.083679199219,110.145843505859,103.173362731934,105.450630187988,107.264663328186,108.442749023438,110.715507507324,112.64232635498
"School enrollment, primary (% gross)",SE.PRM.ENRR,Canada,CAN,99.5356979370117,98.5952835083008,99.5911026000977,99.1202697753906,98.5558700561523,99.4407119750977,99.3510589599609,99.4990463256836,99.8411407470703,98.5470275878906,98.7742080688477,99.0210189819336,97.7884292602539,97.7384185791016,96.293083190918,96.0115737915039,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Cayman Islands,CYM,103.087623596191,101.881652832031,..,102.850356294537,103.479621887207,104.211891174316,101.256088256836,104.340146353772,105.445544554455,103.966142684401,98.7107360525082,97.0428924560547,95.8559265136719,94.1054382324219,86.7052001953125,87.6824264526367,87.9807662963867
"School enrollment, primary (% gross)",SE.PRM.ENRR,Central African Republic,CAF,66.1976470947266,76.476432800293,78.0168533325195,79.885383605957,79.5864410400391,79.6397705078125,..,..,..,89.8505020141602,110.711418726824,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Chad,TCD,70.9294815063477,78.9654235839844,83.6812515258789,83.8425521850586,90.4705429077148,94.4548492431641,101.443267822266,102.347877502441,91.56591796875,85.9795227050781,77.2443923950195,87.7207489013672,86.5310592651367,..,89.4220504760742,90.3641204833984,91.7743682861328
"School enrollment, primary (% gross)",SE.PRM.ENRR,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Chile,CHL,106.517280578613,106.873870849609,105.763893127441,103.219367980957,103.170486450195,103.369781494141,102.084899902344,101.930870056152,101.712509155273,101.585189819336,101.396278381348,101.538017272949,101.193206787109,99.7043991088867,99.3652267456055,100.192268371582,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,China,CHN,106.728660583496,107.430740356445,106.631637573242,105.000213623047,103.869262695312,103.43643951416,102.930908203125,97.9485015869141,97.1544418334961,97.3906173706055,97.922119140625,98.1703567504883,98.2354125976562,99.0244293212891,99.4303970336914,100.171730041504,99.323860168457
"School enrollment, primary (% gross)",SE.PRM.ENRR,Colombia,COL,125.468856811523,126.483901977539,128.164978027344,124.375137329102,121.831283569336,118.63996887207,119.084732055664,116.080101013184,115.497077941895,115.443153381348,113.305381774902,111.699180603027,109.355506896973,107.083686828613,106.488357543945,104.830467224121,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Comoros,COM,96.8404922485352,102.510292053223,..,..,108.421542182123,..,111.276120992158,110.691101016974,..,..,105.645827356268,106.206189092152,..,..,85.2560668776885,..,94.6890732468269
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Congo, Dem. Rep.",COD,86.5012130737305,95.339958190918,95.4763031005859,95.6278686523438,97.0199890136719,101.648918151855,103.082382202148,106.844009399414,104.778686523438,..,..,113.982978820801,..,118.195663452148,122.393676757812,..,119.937561035156
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Congo, Rep.",COG,105.266700744629,103.196212768555,107.092826843262,108.752578735352,108.289176940918,105.455909729004,102.23851661536,104.563337314932,107.361083312405,..,..,87.6686172485352,..,..,..,..,89.0000305175781
"School enrollment, primary (% gross)",SE.PRM.ENRR,Costa Rica,CRI,111.825286865234,112.995819091797,114.591117858887,113.419471740723,111.912406921387,111.138572692871,109.402267456055,108.512069702148,106.731491088867,107.027153015137,106.603530883789,108.677192687988,110.891120910645,109.79963684082,108.852310180664,107.611297607422,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Cote d'Ivoire,CIV,65.3321380615234,69.1642303466797,68.6351928710938,..,77.1075820922852,79.7437896728516,80.6249084472656,82.8493499755859,85.8923034667969,90.1342468261719,91.8170928955078,92.9018936157227,93.5452194213867,94.1609115600586,92.7193832397461,94.6489410400391,101.650497436523
"School enrollment, primary (% gross)",SE.PRM.ENRR,Croatia,HRV,98.8661270141602,97.9028015136719,97.974609375,98.0708236694336,98.0935974121094,98.7156372070312,98.5737533569336,98.908317565918,99.4907684326172,98.7909393310547,99.2321090698242,98.8812103271484,99.0015106201172,99.4886703491211,99.7441482543945,100.527976989746,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Cuba,CUB,102.05394744873,100.851768493652,101.104316711426,100.690048217773,100.203720092773,100.628433227539,100.505249023438,102.776878356934,102.812782287598,102.451210021973,101.847290039062,101.155838012695,100.981201171875,101.090461730957,100.468193054199,99.8729629516602,98.4062423706055
"School enrollment, primary (% gross)",SE.PRM.ENRR,Curacao,CUW,..,..,..,..,..,..,175.821578979492,..,..,..,..,..,..,113.350883483887,..,..,109.16813659668
"School enrollment, primary (% gross)",SE.PRM.ENRR,Cyprus,CYP,100.688270568848,101.213508605957,102.179481506348,101.624328613281,101.200538635254,100.175346374512,99.7619781494141,99.152717590332,99.3001174926758,98.5455093383789,99.3066864013672,99.7954406738281,100.477699279785,100.735160827637,99.1028137207031,97.0016403198242,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Czechia,CZE,103.382110595703,102.214767456055,101.478927612305,101.036407470703,100.081001281738,99.3585815429688,98.7804794311523,97.6821594238281,96.9615478515625,96.9097595214844,97.2324905395508,98.2727584838867,99.2833023071289,99.7845306396484,101.677841186523,100.97534942627,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Denmark,DNK,100,99.660270690918,100.002456665039,100.18155670166,101.197456359863,101.51065826416,101.299331665039,101.176940917969,100.882141113281,101.041496276855,100.778030395508,100.749008178711,100.551002502441,100.459587097168,100.308418273926,100.244453430176,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Dominica,DMA,102.733856201172,102.762771606445,104.031852722168,105.033561706543,106.952293395996,109.286102294922,107.518493652344,108.901779174805,102.335998535156,102.390937805176,101.492537313433,..,89.9956130981445,91.7111511230469,92.4860687255859,91.8765411376953,89.8830871582031
"School enrollment, primary (% gross)",SE.PRM.ENRR,Dominican Republic,DOM,113.676666259766,109.525123596191,111.815872192383,110.49796295166,110.20068359375,108.469017028809,109.52823638916,108.064552307129,112.013488769531,110.704879760742,108.019439697266,105.8583984375,112.333610534668,105.925239562988,96.8704605102539,100.492286682129,94.7164535522461
"School enrollment, primary (% gross)",SE.PRM.ENRR,Ecuador,ECU,109.574661254883,107.735610961914,112.422248840332,109.243782043457,109.090042114258,106.423393249512,104.89217376709,105.968299865723,101.185890197754,99.030403137207,98.248161315918,98.9310989379883,98.3505783081055,98.1471405029297,98.2059173583984,99.5941925048828,97.3006973266602
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Egypt, Arab Rep.",EGY,93.072509765625,..,94.6571273803711,94.5771713256836,91.0242385864258,95.6657562255859,95.5598602294922,94.0423736572266,..,95.4257583618164,95.7913284301758,96.5830383300781,97.8171081542969,98.8963928222656,99.7501068115234,91.5901794433594,90.3061828613281
"School enrollment, primary (% gross)",SE.PRM.ENRR,El Salvador,SLV,120.903472900391,112.688972473145,111.042167663574,111.039741516113,109.942649841309,108.89933013916,107.934982299805,106.597427368164,104.58032989502,102.411903381348,98.935417175293,97.4464263916016,92.2698364257812,90.9966583251953,89.3974380493164,89.3291473388672,91.0513610839844
"School enrollment, primary (% gross)",SE.PRM.ENRR,Equatorial Guinea,GNQ,..,60.8636589050293,61.2192306518555,62.4828300476074,62.6617584228516,64.0161666870117,..,..,52.786979675293,53.5364843965611,53.3753839773544,51.233453941729,51.1990142354467,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Eritrea,ERI,82.4255065917969,76.6411437988281,73.3982162475586,69.1700668334961,74.1200332641602,77.137077331543,86.1347198486328,77.2526092529297,76.3031921386719,74.1649969399988,72.4403762817383,72.8195419311523,72.0364035906047,..,..,82.9708480834961,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Estonia,EST,101.679817199707,100.795516967773,100.181121826172,99.5972671508789,99.042839050293,98.3196105957031,97.6795196533203,97.5922622680664,97.1191482543945,97.2923431396484,97.2500534057617,97.4559478759766,98.1577224731445,98.3466720581055,98.8146667480469,99.2638168334961,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Eswatini,SWZ,117.823600769043,..,119.770660400391,125.429336547852,124.78254699707,124.537452697754,124.505271911621,125.207389831543,125.180328369141,123.177932739258,121.964256286621,121.543380737305,120.863037109375,..,..,..,113.53881072998
"School enrollment, primary (% gross)",SE.PRM.ENRR,Ethiopia,ETH,87.8594970703125,94.0426864624023,92.9065322875977,91.0354149300925,93.3071517944336,92.6786109225543,..,96.1562440354136,97.1190070122981,..,104.203673708896,..,..,114.557322752629,102.679576994027,85.5312668839719,84.4721792618562
"School enrollment, primary (% gross)",SE.PRM.ENRR,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Fiji,FJI,94.5077667236328,94.1115493774414,93.1980133056641,..,93.5630569458008,94.6015930175781,95.953920923774,96.0214244931621,98.0992532137034,98.6499361820699,100.935420849351,103.447245463436,111.436157226562,108.689758300781,110.814965251253,108.04511770038,107.648210290828
"School enrollment, primary (% gross)",SE.PRM.ENRR,Finland,FIN,99.6621475219727,99.7198715209961,99.664192199707,99.6880569458008,99.7851867675781,99.7071228027344,99.6918487548828,99.6617202758789,99.5672302246094,99.5080413818359,99.4682083129883,99.7032012939453,99.5557479858398,99.8175811767578,99.353630065918,98.6190185546875,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,France,FRA,103.85977935791,103.622146606445,103.041137695312,102.761512756348,102.691101074219,102.523162841797,102.276443481445,101.280349731445,101.989639282227,102.260429382324,102.417221069336,102.464408874512,102.447647094727,102.651626586914,102.580406188965,102.720581054688,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Gabon,GAB,..,..,..,..,130.165969848633,..,..,..,..,..,..,..,100.589338933297,..,99.9486457966936,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Gambia, The",GMB,76.658332824707,75.1557998657227,73.8663330078125,73.2021735656065,70.6535519260858,73.0429967524207,74.0877856187659,76.7958409457882,79.2050431642833,80.5158056431401,83.3724292734222,85.9553346222924,89.3656502823996,91.4117934346547,91.206655970329,92.3203884576405,93.7452503542387
"School enrollment, primary (% gross)",SE.PRM.ENRR,Georgia,GEO,107.824989318848,108.362197875977,107.789581298828,107.449516296387,108.015098571777,109.747756958008,110.558212280273,109.708587646484,107.67700958252,104.187187194824,103.245559692383,101.231880187988,101.853393554688,101.76244354248,102.966720581055,104.548118591309,103.337898254395
"School enrollment, primary (% gross)",SE.PRM.ENRR,Germany,DEU,104.793502807617,105.103981018066,104.816513061523,104.337593078613,104.415718078613,104.140548706055,103.638671875,102.62181854248,102.702461242676,101.406066894531,101.738708496094,102.645378112793,102.547470092773,101.996658325195,101.346549987793,100.218132019043,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Ghana,GHA,96.5305404663086,101.164436340332,99.1572265625,..,99.0466003417969,101.383898832395,100.27888671958,97.8936254890401,102.015853363436,100.415701450692,99.0500717163086,97.3151168823242,98.3771896362305,96.8718109130859,97.9046478271484,96.5331573486328,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Gibraltar,GIB,..,151.462265014648,151.889877319336,..,..,..,..,..,..,120.986587524414,125.121406555176,..,127.662399291992,126.371223449707,126.982757568359,127.165351867676,123.372650146484
"School enrollment, primary (% gross)",SE.PRM.ENRR,Greece,GRC,98.7613906860352,..,..,99.9690399169922,99.5001678466797,99.5018005371094,98.7325210571289,97.959342956543,99.8291091918945,99.3706512451172,98.8267135620117,97.8011016845703,97.6437683105469,97.2831726074219,97.3313217163086,101.192031860352,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Grenada,GRD,99.2412185668945,103.121978759766,108.223991394043,106.642211914062,105.55820610687,..,104.117080688477,103.224533081055,104.216728210449,100.136589050293,100.133868808568,96.4998173182316,..,..,83.4003811136989,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guatemala,GTM,111.955490112305,112.886352539062,118.60920715332,117.174377441406,115.991149902344,111.67342376709,108.923187255859,105.432632446289,104.099853515625,103.013893127441,103.033592224121,103.577819824219,103.427291870117,102.135482788086,103.809898376465,103.906227111816,103.04638671875
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guinea,GIN,82.1203536987305,83.5212631225586,83.6399765014648,86.300666809082,90.0735321044922,92.2287216186523,94.3821334838867,96.1610717773438,89.7453996477762,94.3621520996094,99.8953880683389,100.920007512738,98.1418277224069,101.725708007812,97.9625584241655,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guinea-Bissau,GNB,..,..,..,113.270462036133,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guyana,GUY,100.860488891602,102.044578552246,98.9239730834961,100.929550170898,104.000343322754,103.141578674316,94.6656716085412,91.8280268330104,91.1051605530284,88.9898097294153,..,90.1325576748007,89.496909887263,99.12451171875,99.7228698730469,..,98.9540328979492
"School enrollment, primary (% gross)",SE.PRM.ENRR,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Honduras,HND,100.340202331543,100.882621765137,98.9239883422852,98.8030395507812,97.1901092529297,93.8849105834961,91.1447525024414,89.2037887573242,89.88818359375,89.5983581542969,88.3986129760742,88.743467505188,87.798469543457,86.3398132324219,83.9795074462891,85.8662414550781,86.5522918701172
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Hong Kong SAR, China",HKG,100.729278564453,102.480163574219,104.338989257812,105.429222106934,104.602752685547,107.34056854248,106.884666442871,105.045692443848,105.131523132324,104.741012573242,104.807907104492,103.430999755859,102.202606201172,105.128761291504,106.03369140625,101.081039428711,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Hungary,HUN,101.520332336426,101.747993469238,100.920570373535,100.467422485352,100.100288391113,101.069969177246,100.705917358398,101.314437866211,100.827682495117,99.0286331176758,98.431266784668,96.7522125244141,96.6208801269531,97.1749420166016,101.458427429199,103.47647857666,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Iceland,ISL,98.5585098266602,98.4482421875,98.4017105102539,98.8301391601562,98.7551574707031,98.8329925537109,98.7876205444336,98.7708206176758,98.6862182617188,98.9531784057617,98.8624114990234,98.88671875,98.8134307861328,98.5561218261719,98.5672912597656,98.5116424560547,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,India,IND,114.114318847656,114.626556396484,113.051681518555,112.527946472168,109.70790287368,111.775573730469,113.416778564453,111.584541320801,112.937843322754,119.512832641602,117.868171691895,101.097955965022,99.5039236144817,101.291253449929,102.316123319201,111.084455603874,112.03123091725
"School enrollment, primary (% gross)",SE.PRM.ENRR,Indonesia,IDN,112.228553771973,110.809883117676,112.17903137207,113.969428127169,115.483630556977,115.963613246812,112.63727075046,110.910578364806,109.361980599771,107.16207384874,105.634232183211,104.648287253309,102.597018482181,102.437991856992,101.990710635544,100.64499288828,100.228106588191
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Iran, Islamic Rep.",IRN,110.374961853027,109.575981140137,108.988128662109,107.240280151367,107.185096740723,107.180732727051,120.710372924805,111.849983215332,109.025131225586,107.907333374023,107.295822143555,..,106.081970214844,104.484008789062,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Iraq,IRQ,103.738700866699,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Ireland,IRL,103.308532714844,102.475601196289,102.795967102051,103.235488891602,103.378677368164,102.118339538574,101.958343505859,101.542236328125,101.184638977051,101.341491699219,100.852783203125,101.03288269043,100.980857849121,101.368812561035,99.9838485717773,99.6199417114258,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Israel,ISR,95.8412399291992,95.4030075073242,97.3412704467773,97.6586303710938,97.6346130371094,98.5221862792969,97.6897811889648,97.2882995605469,97.7587738037109,97.1344833374023,96.9318695068359,96.4932327270508,96.2709274291992,96.3747634887695,96.2489776611328,96.3125686645508,..
